abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,subsection_name
LEAD: South Korea strongly implied today that it suspected North Korea was responsible for the disappearance and presumed destruction on Sunday of a South Korean airliner carrying 115 people.,https://www.nytimes.com/1987/12/03/world/seoul-suspects-north-in-jet-crash.html,,South Korea strongly implied today that it suspected North Korea was responsible for the disappearance and presumed destruction on Sunday of a South Korean airliner carrying 115 people.,A,5,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Korean Air Lines', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Accidents and Safety', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'AIRLINES AND AIRPLANES', 'rank': 5, 'major': 'N'}]",1987-12-03T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/e837da64-5ea0-55f5-bf78-8596688e71d0,460,nyt://article/e837da64-5ea0-55f5-bf78-8596688e71d0,Seoul Suspects North in Jet Crash,,,Seoul Suspects North in Jet Crash,,,,"By Clyde Haberman, Special To the New York Times","[{'firstname': 'Clyde', 'middlename': None, 'lastname': 'Haberman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,
"LEAD: South Korea will seek joint oil exploration with North Korea as part of efforts to make the economies of the two countries interdependent, Government officials said Friday.",https://www.nytimes.com/1990/04/23/business/international-report-seoul-seeks-link-in-north.html,,"South Korea will seek joint oil exploration with North Korea as part of efforts to make the economies of the two countries interdependent, Government officials said Friday.",D,8,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Economic Conditions and Trends', 'rank': 4, 'major': 'N'}]",1990-04-23T05:00:00+0000,article,Financial Desk,Business Day,News,nyt://article/5dd57f95-1550-59b6-a105-a45a6f923047,216,nyt://article/5dd57f95-1550-59b6-a105-a45a6f923047,  Seoul Seeks Link in North,INTERNATIONAL REPORT,,INTERNATIONAL REPORT;   Seoul Seeks Link in North,,,,Reuters,[],Reuters,
"LEAD: South Korea and Poland established full diplomatic relations today, the Foreign Ministry announced.",https://www.nytimes.com/1989/11/02/world/seoul-and-warsaw-establish-full-relations.html,,"South Korea and Poland established full diplomatic relations today, the Foreign Ministry announced.",A,14,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Poland', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'DIPLOMATIC RECOGNITION', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Foreign Aid', 'rank': 5, 'major': 'N'}]",1989-11-02T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/b5d37b15-c622-58fb-9c1d-a297480391a2,252,nyt://article/b5d37b15-c622-58fb-9c1d-a297480391a2,Seoul and Warsaw Establish Full Relations,,,Seoul and Warsaw Establish Full Relations,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
  The Dow Chemical Company said it had agreed to sell its holdings in Dow Chemical Korea Ltd. and the Korea Pacific Chemical Corporation to the Korea Explosives Group for $60 million.,https://www.nytimes.com/1982/10/12/business/dow-chemical.html,,The Dow Chemical Company said it had agreed to sell its holdings in Dow Chemical Korea Ltd. and the Korea Pacific Chemical Corporation to the Korea Explosives Group for $60 million.,D,4,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Foreign Investments', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Reform and Reorganization', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Mergers, Acquisitions and Divestitures', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Chemicals', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'PETROCHEMISTRY AND PETROCHEMICALS', 'rank': 6, 'major': 'N'}]",1982-10-12T05:00:00+0000,article,Financial Desk,Business Day,News,nyt://article/f8615547-2e62-5705-a084-f71bedebfa21,97,nyt://article/f8615547-2e62-5705-a084-f71bedebfa21,Dow Chemical,,,Dow Chemical,,,,,[],,
LEAD: South Korean parliamentary leaders approved a proposal today for lawmakers from North Korea and the South to meet at the border village of Panmunjom to discuss Pyongyang's participation in the Olympic Games.,https://www.nytimes.com/1988/07/30/world/seoul-backs-plan-to-discuss-olympic-games-with-north.html,,South Korean parliamentary leaders approved a proposal today for lawmakers from North Korea and the South to meet at the border village of Panmunjom to discuss Pyongyang's participation in the Olympic Games.,1,3,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Olympic Games (1988)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'SUMMER GAMES (OLYMPICS)', 'rank': 4, 'major': 'N'}]",1988-07-30T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/c0f4f91d-e8c1-5739-b603-4390c47ed23b,179,nyt://article/c0f4f91d-e8c1-5739-b603-4390c47ed23b,Seoul Backs Plan to Discuss Olympic Games With North,,,Seoul Backs Plan to Discuss Olympic Games With North,,,,Reuters,[],Reuters,
"LEAD: THE political earthquake in China has sent tremors throughout Asia. In South Korea, officials are wondering about the future of their strategy of attempting to improve relations simultaneously with China, the Soviet Union and North Korea.",https://www.nytimes.com/1989/06/18/weekinreview/the-world-seoul-rethinks-its-overtures-to-the-communist-north.html,,"THE political earthquake in China has sent tremors throughout Asia. In South Korea, officials are wondering about the future of their strategy of attempting to improve relations simultaneously with China, the Soviet Union and North Korea.",4,2,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': ""CHINA, PEOPLE'S REPUBLIC OF"", 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'UNION OF SOVIET SOCIALIST REPUBLICS (USSR)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 5, 'major': 'N'}]",1989-06-18T05:00:00+0000,article,Week in Review Desk,Week in Review,News,nyt://article/b5482236-a373-57bb-9690-d750db3e1625,893,nyt://article/b5482236-a373-57bb-9690-d750db3e1625,Seoul Rethinks Its Overtures To the Communist North,THE WORLD,,THE WORLD; Seoul Rethinks Its Overtures To the Communist North,,,,By Steven R. Weisman,"[{'firstname': 'Steven', 'middlename': 'R.', 'lastname': 'Weisman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"The United States should start talking with North Korea.  Although 27 years have passed since the end of the Korean War, and while there have been a few meetings between representatives of North and South Korea, the two sides stand no closer to an agreement that would end the dispute between them and unify the country than they did in 1953. The two Koreas maintain two of the largest armies in the world, each ready to fight the other on a moment's notice.

The United States has a vital stake in guarding against the outbreak of another Korean war. This country has 40,000 troops stationed in South Korea. A defense treaty links our two nations: If South Korea is attacked, we would be expected to come to its aid.  Moreover, the Korean Peninsula lies in an extremely strategic location, bordering on China and separated by only a few hundred miles of water from Japan.",https://www.nytimes.com/1981/01/08/opinion/for-talks-with-pyongyang.html,"The United States should start talking with North Korea.  Although 27 years have passed since the end of the Korean War, and while there have been a few meetings between representatives of North and South Korea, the two sides stand no closer to an...","The United States should start talking with North Korea. Although 27 years have passed since the end of the Korean War, and while there have been a few meetings between representatives of North and South Korea, the two sides stand no closer to an agreement that would end the dispute between them and unify the country than they did in 1953. The two Koreas maintain two of the largest armies in the world, each ready to fight the other on a moment's notice.",A,23,The New York Times,[],"[{'name': 'glocations', 'value': 'North Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'South Korea', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Carter, Jimmy', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATE INTERNATIONAL RELATIONS', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Military Personnel', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Treaties', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY STRATEGY AND TACTICS', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 13, 'major': 'N'}]",1981-01-08T05:00:00+0000,article,Editorial Desk,Opinion,Op-Ed,nyt://article/e7fcaa2d-2d76-5149-ba5a-b8303cc9cd29,890,nyt://article/e7fcaa2d-2d76-5149-ba5a-b8303cc9cd29,FOR TALKS WITH PYONGYANG,,,FOR TALKS WITH PYONGYANG,,,,By James S. Altschul,"[{'firstname': 'James', 'middlename': 'S.', 'lastname': 'Altschul', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"  The International Olympic Committee today offered North Korea and South Korea a ''final'' compromise proposal designed to end their dispute over the 1988 Summer Olympic Games in Seoul, South Korea, and avert a possible boycott.   Juan Antonio Samaranch, the I.O.C. president, said the committee had offered North Korea the table tennis and archery events, and proposed that parts of the 60-mile cycling road race and the soccer competition be held on North Korean territory.",https://www.nytimes.com/1986/06/12/sports/final-ioc-offer.html,,"The International Olympic Committee today offered North Korea and South Korea a ''final'' compromise proposal designed to end their dispute over the 1988 Summer Olympic Games in Seoul, South Korea, and avert a possible boycott.",D,29,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'OLYMPIC COMMITTEE, INTERNATIONAL', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Olympic Games (1988)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'SUMMER GAMES (OLYMPICS)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Boycotts', 'rank': 6, 'major': 'N'}]",1986-06-12T05:00:00+0000,article,Sports Desk,Sports,News,nyt://article/d79c1e8e-408f-55ba-bac8-dbfe5896f16f,313,nyt://article/d79c1e8e-408f-55ba-bac8-dbfe5896f16f,'Final' I.O.C. Offer,,,'Final' I.O.C. Offer,,,,Special to the New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"  North Korea today rejected South Korea's latest proposal for reunification, insisting that United States troops be withdrawn from South Korea first.   In response to a plan announced Friday by President Chun Doo Hwan, North Korea said, ''To our regret, it cannot be considered a 'proposal' worthy of any positive significance.''   The North Korean press agency, in announcing the rejection, transmitted a speech by Vice President Kim Il, chairman of a North Korean committee for reunification, calling for acceptance of North Korea's own plan to end the 36-year division.",https://www.nytimes.com/1982/01/27/world/seoul-unity-offer-refused-by-north.html,,"North Korea today rejected South Korea's latest proposal for reunification, insisting that United States troops be withdrawn from South Korea first.",A,11,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': '027-20-28', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATE INTERNATIONAL RELATIONS', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Military Personnel', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 8, 'major': 'N'}]",1982-01-27T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/033f832b-01ac-505f-a943-347a7987628a,343,nyt://article/033f832b-01ac-505f-a943-347a7987628a,SEOUL UNITY OFFER REFUSED BY NORTH,,,SEOUL UNITY OFFER REFUSED BY NORTH,,,,"By Henry Scott Stokes, Special To the New York Times","[{'firstname': 'Henry', 'middlename': 'Scott', 'lastname': 'Stokes', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,
"  American-Korean talks on expanding air service ended in failure Friday. Korean Air Lines, which flies to Honolulu, Los Angeles and New York, wants to add Anchorage, Oakland, Calif., and Chicago.",https://www.nytimes.com/1986/09/01/business/us-seoul-air-talks-fail.html,,"American-Korean talks on expanding air service ended in failure Friday. Korean Air Lines, which flies to Honolulu, Los Angeles and New York, wants to add Anchorage, Oakland, Calif., and Chicago.",1,33,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Seoul (South Korea)', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Korean Air Lines', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'AIRLINES AND AIRPLANES', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Airports', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'FREIGHT', 'rank': 7, 'major': 'N'}]",1986-09-01T05:00:00+0000,article,Financial Desk,Business Day,News,nyt://article/07aa2b35-d6d4-5565-92f7-e323f54e69a9,65,nyt://article/07aa2b35-d6d4-5565-92f7-e323f54e69a9,U.S.-Seoul Air Talks Fail,,,U.S.-Seoul Air Talks Fail,,,,Reuters,[],Reuters,
"  Senior Reagan Administration officials said today that the United States had urged President Chun Doo Hwan of South Korea to show restraint and not retaliate with force if it turned out that North Korea was responsible for the assassination of 16 South Koreans, including four Cabinet ministers, in Burma last weekend.   The officials said the Administration had been concerned ever since the bomb explosion on Sunday that Mr. Chun would order a military strike against the North Koreans or a large-scale commando action. The officials said it was feared such an action might rekindle hostilities between the two countries, which fought a war from 1950 to 1953 that involved the United States and China on opposite sides.   There are 39,000 American soldiers in South Korea, so any conflict would inevitably involve them, officials said. Secretary of Defense Caspar W. Weinberger was sent to lead the American delegation to the funeral of the slain South Koreans so as to reaffirm the American security shield for South Korea and to reinforce the advice for restraint.",https://www.nytimes.com/1983/10/13/world/us-urges-seoul-to-exercise-restraint-on-killings.html,,"Senior Reagan Administration officials said today that the United States had urged President Chun Doo Hwan of South Korea to show restraint and not retaliate with force if it turned out that North Korea was responsible for the assassination of 16 South Koreans, including four Cabinet ministers, in Burma last weekend.",A,8,The New York Times,[],"[{'name': 'subject', 'value': 'TERMS NOT AVAILABLE', 'rank': 1, 'major': 'N'}]",1983-10-13T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/e8b8cdc6-92f8-593c-a809-299cee6be8b4,642,nyt://article/e8b8cdc6-92f8-593c-a809-299cee6be8b4,U.S. URGES SEOUL TO EXERCISE RESTRAINT ON KILLINGS,,,U.S. URGES SEOUL TO EXERCISE RESTRAINT ON KILLINGS,,,,"By Bernard Gwertzman, Special To the New York Times","[{'firstname': 'Bernard', 'middlename': None, 'lastname': 'Gwertzman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,
"LEAD: South Korea called on North Korea today to reopen suspended talks between the two Governments and rejected a proposal from Pyongyang for a new high-level political and military meeting, officials said.",https://www.nytimes.com/1987/02/15/world/seoul-rejects-offer-by-north.html,,"South Korea called on North Korea today to reopen suspended talks between the two Governments and rejected a proposal from Pyongyang for a new high-level political and military meeting, officials said.",1,21,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 3, 'major': 'N'}]",1987-02-15T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/7a0c21d2-999a-556f-b393-dd7dc7ebbf19,239,nyt://article/7a0c21d2-999a-556f-b393-dd7dc7ebbf19,SEOUL REJECTS OFFER BY NORTH,,,SEOUL REJECTS OFFER BY NORTH,,,,AP,[],AP,
LEAD: President Roh Tae Woo of South Korea announced today that his Government would open the border with North Korea at Panmunjon for five days next month to permit citizens of North and South Korea to travel in each other's countries.,https://www.nytimes.com/1990/07/20/world/seoul-to-open-border-with-north-briefly.html,,President Roh Tae Woo of South Korea announced today that his Government would open the border with North Korea at Panmunjon for five days next month to permit citizens of North and South Korea to travel in each other's countries.,A,3,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'ROH TAE WOO', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Travel Restrictions', 'rank': 4, 'major': 'N'}]",1990-07-20T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/5b7b828f-22c8-5bde-963a-c10df36af674,972,nyt://article/5b7b828f-22c8-5bde-963a-c10df36af674,Seoul to Open Border With North Briefly,,,Seoul to Open Border With North Briefly,,,,"By Steven R. Weisman, Special To the New York Times","[{'firstname': 'Steven', 'middlename': 'R.', 'lastname': 'Weisman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,
"LEAD: President Roh Tae Woo announced today that South Korea would open its borders to goods and transportation from North Korea and predicted reunification in 10 years. He said at a meeting with South Korean citizens broadcast live on television that the North, which is Communist, and the South should build an economic system that would help lead to unity.",https://www.nytimes.com/1990/06/30/world/seoul-relaxing-north-border.html,,"President Roh Tae Woo announced today that South Korea would open its borders to goods and transportation from North Korea and predicted reunification in 10 years. He said at a meeting with South Korean citizens broadcast live on television that the North, which is Communist, and the South should build an economic system that would help lead to unity. ''The administration will unrestrictedly allow the inflow from and through the North of aircraft, ships and other means of transport, as well as goods,'' he said.",1,3,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'ROH TAE WOO', 'rank': 3, 'major': 'N'}]",1990-06-30T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/ab2c0f11-7d69-53bf-96c5-ee49145a2a51,150,nyt://article/ab2c0f11-7d69-53bf-96c5-ee49145a2a51,Seoul Relaxing North Border,,,Seoul Relaxing North Border,,,,Reuters,[],Reuters,
"   Secretary of State George P. Shultz briefed senior South Korean officials here today on President Reagan's talks with Chinese leaders on the problems of North and South Korea and was described as having given reassurances that this country's interests were represented.    The United States, Mr. Shultz said before leaving this afternoon, was ''unwavering in its commitment to the freedom and security'' of South Korea.   The statement from the Secretary, who began his talks with South Korean officials on Tuesday, did not represent anything new. Nor, judging from the report he was said to have given the South Koreans, was there anything new in Mr. Reagan's conversations on Korea with the Chinese.",https://www.nytimes.com/1984/05/03/world/shultz-tells-seoul-us-upheld-its-interests-in-peking-talks.html,,Secretary of State George P. Shultz briefed senior South Korean officials here today on President Reagan's talks with Chinese leaders on the problems of North and South Korea and was described as having given reassurances that this country's interests were represented.,A,9,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': ""CHINA, PEOPLE'S REPUBLIC OF"", 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Reagan, Ronald Wilson', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'SHULTZ, GEORGE PRATT', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'NATIONAL SECURITY', 'rank': 8, 'major': 'N'}]",1984-05-03T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/a51d141c-1588-555f-b59f-012f76e9e9a8,343,nyt://article/a51d141c-1588-555f-b59f-012f76e9e9a8,SHULTZ TELLS SEOUL U.S. UPHELD ITS INTERESTS IN PEKING TALKS,,,SHULTZ TELLS SEOUL U.S. UPHELD ITS INTERESTS IN PEKING TALKS,,,,By Clyde Haberman,"[{'firstname': 'Clyde', 'middlename': None, 'lastname': 'Haberman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"  Juan Antonio Samaranch, president of the International Olympic Committee, said yesterday that he thinks North Korea will accept an I.O.C. proposal under which some events in the 1988 Summer Games, scheduled for South Korea, will be held in the North Korean capital of Pyongyang.",https://www.nytimes.com/1986/07/10/sports/sports-people-samaranch-optimistic.html,,"Juan Antonio Samaranch, president of the International Olympic Committee, said yesterday that he thinks North Korea will accept an I.O.C. proposal under which some events in the 1988 Summer Games, scheduled for South Korea, will be held in the North Korean capital of Pyongyang.",B,13,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'OLYMPIC COMMITTEE, INTERNATIONAL', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Samaranch, Juan Antonio', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'SUMMER GAMES (OLYMPICS)', 'rank': 5, 'major': 'N'}, {'name': 'creative_works', 'value': 'OLYMPIC GAMES (1988)', 'rank': 6, 'major': 'N'}]",1986-07-10T05:00:00+0000,article,Sports Desk,Sports,News,nyt://article/fa2d0b78-635e-5b05-9439-f14387f0e2cf,102,nyt://article/fa2d0b78-635e-5b05-9439-f14387f0e2cf,Samaranch Optimistic,SPORTS PEOPLE,,SPORTS PEOPLE; Samaranch Optimistic,,,,,[],,
"  A crowd officially estimated at two million participated in an anti-Communist rally here today, burning effigies of President Kim Il Sung of North Korea and his son and heir apparent, Kim Chong Il.   The demonstration was organized by the South Korea Anti-Communist League on the eve of the 31st anniversary of the North Korean attack that started the Korean War.",https://www.nytimes.com/1981/06/25/world/around-the-world-seoul-marks-anniversary-of-war-with-a-big-rally.html,,"A crowd officially estimated at two million participated in an anti-Communist rally here today, burning effigies of President Kim Il Sung of North Korea and his son and heir apparent, Kim Chong Il.",A,12,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Holidays and Special Occasions', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations and Riots', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 5, 'major': 'N'}]",1981-06-25T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/49d04d6a-2932-5bc0-8cf0-3d5aabb99188,68,nyt://article/49d04d6a-2932-5bc0-8cf0-3d5aabb99188,Around the World; Seoul Marks Anniversary Of War With a Big Rally,,,Around the World; Seoul Marks Anniversary Of War With a Big Rally,,,,UPI,"[{'firstname': 'Upi', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"LEAD: The Reagan Administration has informed North Korea that it is prepared to take major steps that may include lifting a near-total trade ban if the North Korean Government resumes talks with South Korea and sends its athletes to the 1988 Olympic Games in Seoul, according to American officials.",https://www.nytimes.com/1987/04/05/world/new-us-overture-to-north-kkoreans.html,,"The Reagan Administration has informed North Korea that it is prepared to take major steps that may include lifting a near-total trade ban if the North Korean Government resumes talks with South Korea and sends its athletes to the 1988 Olympic Games in Seoul, according to American officials.",1,11,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Reagan, Ronald Wilson', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Olympic Games (1988)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'SANCTIONS (ECONOMIC)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'International Trade and World Market', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'SUMMER GAMES (OLYMPICS)', 'rank': 9, 'major': 'N'}]",1987-04-05T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/e021d596-4b53-5906-a080-e3fffff41d70,450,nyt://article/e021d596-4b53-5906-a080-e3fffff41d70,NEW U.S. OVERTURE TO NORTH kKOREANS,,,NEW U.S. OVERTURE TO NORTH kKOREANS,,,,"By Gary Klott, Special To the New York Times","[{'firstname': 'Gary', 'middlename': None, 'lastname': 'Klott', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,
