abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section
ASIAN Games,https://www.nytimes.com/1970/12/20/archives/south-korea-beats-israel-8167-in-asian-games-final-japan-picks-up.html,ASIAN Games,"BANGKOK, Thailand, Dec. 19 (AP)—South Korea upset Israel, 81‐67, the defending champion, for the basketball title and Japan increased its gold‐medal lead with five more triumphs today at the sixth Asian Ganes. ",154,The New York Times,[],"[{'name': 'subject', 'value': 'Asian Games', 'rank': 1, 'major': 'N'}]",1970-12-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/e95aff96-f5f0-5252-80c3-b873da56965f,343,nyt://article/e95aff96-f5f0-5252-80c3-b873da56965f,"South Korea Beats Israel, 81‐67, in Asian Games Final",,,"South Korea Beats Israel, 81‐67, in Asian Games Final",,,,,[],,
"Govt ousts 3-man N Korean 'trade mission' in drive against Communist subversion; reptdly drops plan to cut relations with USSR, blamed for recent labor strikes",https://www.nytimes.com/1966/02/11/archives/uruguay-expels-3-north-koreans-ouster-aimed-at-reducing-influence.html,"Govt ousts 3-man N Korean 'trade mission' in drive against Communist subversion; reptdly drops plan to cut relations with USSR, blamed for recent labor strikes",,9,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'NORTH', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Uruguay', 'rank': 3, 'major': 'N'}]",1966-02-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/a7a8ae0f-a573-5bc5-8cc1-089b7e7310e1,0,nyt://article/a7a8ae0f-a573-5bc5-8cc1-089b7e7310e1,URUGUAY EXPELS 3 NORTH KOREANS; Ouster Aimed at Reducing Influence of Red Envoys,,,URUGUAY EXPELS 3 NORTH KOREANS; Ouster Aimed at Reducing Influence of Red Envoys,,,,By Arthur J. Olsen Special To the New York Times,"[{'firstname': 'Arthur', 'middlename': 'J.', 'lastname': 'Olsen', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"Pol opposition to Park Govt seen seriously weakened by recent split in Civil Rule party, largest Opposition group",https://www.nytimes.com/1964/10/25/archives/opposition-split-in-south-korea-factionalism-balks-efforts-to.html,"Pol opposition to Park Govt seen seriously weakened by recent split in Civil Rule party, largest Opposition group","SEOUL, South Korea, Oct. 16—South Korea's political opposition to the Government of President. Chung Hee Park is generally believed to have been seriously weakened in recent months. The major cause has been factional split—the traditional evil of Korean politics.",2,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}]",1964-10-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/6e84463c-0492-57fc-97c7-ddf42cbec775,274,nyt://article/6e84463c-0492-57fc-97c7-ddf42cbec775,OPPOSITION SPLIT IN SOUTH KOREA; Factionalism Balks Efforts to Strengthen Assembly,,,OPPOSITION SPLIT IN SOUTH KOREA; Factionalism Balks Efforts to Strengthen Assembly,,,,,[],,
"The Tribute to Korea supper dance will be held on Dec. 20 in the New York Hilton's Grand Ballroom after a party to the world premiere of ""The Sand Pebbles"" at the Rivoli Theater. The evening's proceeds will be shared by the Korea Society and the Pearl Buck Foundation.  ",https://www.nytimes.com/1966/12/11/archives/movie-premiere-and-hilton-gala-will-be-benefits-pearl-buck.html,,,100,The New York Times,[],[],1966-12-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/7ea732d5-ec34-5c97-aa66-cdd9ac8e584f,0,nyt://article/7ea732d5-ec34-5c97-aa66-cdd9ac8e584f,Movie Premiere And Hilton Gala Will Be Benefits; Pearl Buck Foundation and Korea Society to Gain on Dec. 2O ,1,,Movie Premiere And Hilton Gala Will Be Benefits; Pearl Buck Foundation and Korea Society to Gain on Dec. 2O ,,,,,[],,
"MANILA, April 3 (A)&#8212;The Philippines won the first two tennis singles matches from South Korea to take a 2&#8208;0 lead today in first&#8208;round Asian Davis Cup play.",https://www.nytimes.com/1964/04/04/archives/philippines-take-20-lead-over-koreans-in-davis-cup.html,,"MANILA, April 3 (A)—The Philippines won the first two tennis singles matches from South Korea to take a 2‐0 lead today in first‐round Asian Davis Cup play.",23,The New York Times,[],[],1964-04-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/1a4db8c8-0452-59e6-a3bb-b22486fad728,55,nyt://article/1a4db8c8-0452-59e6-a3bb-b22486fad728,Philippines Take 2‐0 Lead Over Koreans in Davis Cup,,,Philippines Take 2‐0 Lead Over Koreans in Davis Cup,,,,,[],,
"Clifford, Eric",https://www.nytimes.com/1964/09/10/adm-eric-clifford-headed-un-units-off-korea-in-52.html,"Clifford, Eric","LONDON, Sept. 9—Vice Ad­miral Sir Eric Clifford, com­mander of the United Nations Naval Forces operating off Korea in 1952, died on Monday. He was 64 years old.",,The New York Times,[],"[{'name': 'subject', 'value': 'DEATHS', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'CLIFFORD, ERIC', 'rank': 2, 'major': 'N'}]",1964-09-10T04:00:00+0000,article,,Archives,Obituary,nyt://article/03f84576-c415-58a2-a4a5-b49533fe285a,109,nyt://article/03f84576-c415-58a2-a4a5-b49533fe285a,"Adm. Eric Clifford, Headed U.N. Units Off Korea in '52",,,,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
Govt to ask US for another $150-million to help finance 2d 5-yr econ plan; has already requested $$31.9-million for 4 projects in '67; Deputy Prime Min Chang Key Young discusses Korean needs,https://www.nytimes.com/1967/09/06/archives/new-economic-aid-sought-by-korea-nation-will-ask-150million-in-us.html,Govt to ask US for another $150-million to help finance 2d 5-yr econ plan; has already requested $$31.9-million for 4 projects in '67; Deputy Prime Min Chang Key Young discusses Korean needs,,58,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}]",1967-09-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/b705d20e-439a-5c7f-ace7-cabb666fae08,0,nyt://article/b705d20e-439a-5c7f-ace7-cabb666fae08,NEW ECONOMIC AID SOUGHT BY KOREA; Nation Will Ask $150-Million in U.S. for 5-Year Plan,,,NEW ECONOMIC AID SOUGHT BY KOREA; Nation Will Ask $150-Million in U.S. for 5-Year Plan,,,,,[],,
"Appleman, R A: South to the Naktong, North to the Yalu (June-November 1950)",https://www.nytimes.com/1961/09/10/archives/arms-and-the-man-korea-south-to-the-naktong-north-to-the-yalu.html,"Appleman, R A: South to the Naktong, North to the Yalu (June-November 1950)",,3,The New York Times,[],"[{'name': 'persons', 'value': 'APPLEMAN, R A', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'BOOK REVIEWS', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'SOUTH TO THE NAKTONG, NORTH TO THE YALU (JUNE-NOVEMBER 1950)', 'rank': 5, 'major': 'N'}]",1961-09-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/b2edc035-beb8-5dcc-a567-4dfaba720bcf,0,nyt://article/b2edc035-beb8-5dcc-a567-4dfaba720bcf,"Arms and The Man: Korea; SOUTH TO THE NAKTONG, NORTH TO THE YALU (June-November 1950). By Roy E. Appleman. U.S. Army in the Korean War. Illustrated. 813 pp. Washington, D.C.: Office of the Chief of Military History. $10.",,,"Arms and The Man: Korea; SOUTH TO THE NAKTONG, NORTH TO THE YALU (June-November 1950). By Roy E. Appleman. U.S. Army in the Korean War. Illustrated. 813 pp. Washington, D.C.: Office of the Chief of Military History. $10.",,,,By S. L. A. Marshall,"[{'firstname': 'S.', 'middlename': 'L.', 'lastname': 'A', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,BR
cartoon on situation,https://www.nytimes.com/1964/04/12/archives/macarthur-and-un-generals-role-as-the-world-bodys-commander-in.html,cartoon on situation,"Under any circumstances the death of Douglas MacArthur would have been a memorable event in the history of the United Nations. He was the first commander of the first armed force raised by an international organization to stop an aggression. Under his command United Nations forces fought their way up to the Yalu, only to be driven back into South Korea when Communist China's “volunteers” intervened.",9,The New York Times,[],"[{'name': 'glocations', 'value': 'CYPRUS, REPUBLIC OF', 'rank': 1, 'major': 'N'}]",1964-04-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/9cef8431-51d5-572d-ae2f-7fe809fab3c3,899,nyt://article/9cef8431-51d5-572d-ae2f-7fe809fab3c3,MacArthur and U.N.; General's Role as the World Body's Commander in Korea Is Discussed,,,MacArthur and U.N.; General's Role as the World Body's Commander in Korea Is Discussed,,,,,[],,E
"SEOUL, Korea, July 26--South Korea will quietly observe tomorrow the tenth anniversery of the armistice in the war that began with Communist North Korea's attack June 25, 1950.  ",https://www.nytimes.com/1963/07/27/archives/53-truce-noted-by-south-korea-anniversary-of-armistice-fails-to.html,,,5,The New York Times,[],[],1963-07-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/890c9e59-eba2-5e98-829c-c488b606d8ac,0,nyt://article/890c9e59-eba2-5e98-829c-c488b606d8ac,'53 TRUCE NOTED BY SOUTH KOREA; Anniversary of Armistice Fails to stir Enthusiasm 10 Years of Talking ,1,,'53 TRUCE NOTED BY SOUTH KOREA; Anniversary of Armistice Fails to stir Enthusiasm 10 Years of Talking ,,,,,[],,
Named Asst Deputy Atty Gen,https://www.nytimes.com/1961/03/11/archives/envoy-to-korea-to-get-high-post-mcconaughy-to-be-assistant.html,Named Asst Deputy Atty Gen,,7,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Italy', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'FOREIGN SERVICE', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'JUSTICE, DEPARTMENT OF', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'STATE, DEPARTMENT OF', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'FOREIGN SERVICE', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Kennedy, John Fitzgerald', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Kennedy, John Fitzgerald', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'REINHARDT, G FREDERICK', 'rank': 11, 'major': 'N'}, {'name': 'persons', 'value': 'GEOGHEGAN, WM A.', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'APPOINTMENTS', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'APPOINTMENTS', 'rank': 14, 'major': 'N'}]",1961-03-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/dda14384-4f99-5c70-ac79-f57c3222fbe4,0,nyt://article/dda14384-4f99-5c70-ac79-f57c3222fbe4,ENVOY TO KOREA TO GET HIGH POST; McConaughy to Be Assistant Secretary for Far East -- Reinhardt Named,,,ENVOY TO KOREA TO GET HIGH POST; McConaughy to Be Assistant Secretary for Far East -- Reinhardt Named,,,,By W.h. Lawrence Special To the New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"Kim Chong Pil, controversial righthand man of Park, regains position of No 2 man in SK by reinstatement as Dem Repub party chmn; action taken at party conv; Park re-elected party pres; Kim was twice exiled",https://www.nytimes.com/1965/12/28/archives/stormy-korean-is-back-in-power-kim-twice-exiled-regains-place-as.html,"Kim Chong Pil, controversial righthand man of Park, regains position of No 2 man in SK by reinstatement as Dem Repub party chmn; action taken at party conv; Park re-elected party pres; Kim was twice exiled",,3,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}]",1965-12-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/9c759194-df83-506f-bcf1-8663d2afb520,0,nyt://article/9c759194-df83-506f-bcf1-8663d2afb520,"STORMY KOREAN IS BACK IN POWER; Kim, Twice Exiled, Regains Place as Party Head",,,"STORMY KOREAN IS BACK IN POWER; Kim, Twice Exiled, Regains Place as Party Head",,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
3 Amers detail escape,https://www.nytimes.com/1967/03/25/archives/americans-aided-koreans-escape-football-block-by-captain-let-red.html,3 Amers detail escape,,9,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'KOREA', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'NORTH', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'NEWS AND NEWSPAPERS', 'rank': 4, 'major': 'N'}]",1967-03-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/81795233-fe4f-5c7d-a5ef-866d4aa7b42b,0,nyt://article/81795233-fe4f-5c7d-a5ef-866d4aa7b42b,AMERICANS AIDED KOREAN'S ESCAPE; Football Block by Captain Let Red Defector Flee,,,AMERICANS AIDED KOREAN'S ESCAPE; Football Block by Captain Let Red Defector Flee,,,,,[],,
Comment on city mood,https://www.nytimes.com/1961/03/18/archives/spring-fever-in-seoul-disillusion-of-south-koreans-grows-as-the.html,Comment on city mood,,4,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'SEOUL, KOREA', 'rank': 3, 'major': 'N'}]",1961-03-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/28c72deb-f99c-5ee5-9dfb-6084c96dc3d7,0,nyt://article/28c72deb-f99c-5ee5-9dfb-6084c96dc3d7,Spring Fever in Seoul; Disillusion of South Koreans Grows As the Fruits of Revolt Fail to Ripen,,,Spring Fever in Seoul; Disillusion of South Koreans Grows As the Fruits of Revolt Fail to Ripen,,,,By A.m. Rosenthal Special To the New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"SEOUL, Korea, July 16 (AP) &#8212;A United States Army enlisted man went berserg today, killed a sergeant of his unit and wounded three other soldiers in the 7th Infantry Division area, 30 miles north of Seoul. the army said.",https://www.nytimes.com/1964/07/17/archives/u-s-soldier-in-korea-kills-one-wounds-3-and-is-slain.html,,"SEOUL, Korea, July 16 (AP) —A United States Army enlisted man went berserg today, killed a sergeant of his unit and wounded three other soldiers in the 7th Infantry Division area, 30 miles north of Seoul. the army said.",2,The New York Times,[],[],1964-07-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/5b0f9ed5-f16d-5af5-82bc-0e27c7ca88a7,124,nyt://article/5b0f9ed5-f16d-5af5-82bc-0e27c7ca88a7,"U. S. Soldier in Korea Kills One, Wounds 3 and Is Slain",,,"U. S. Soldier in Korea Kills One, Wounds 3 and Is Slain",,,,,[],,
"Notre Dame U says Kang Sung Jong is not a faculty member; Fed Prosecutor, Karlsruhe, W Ger, repts arrest of 2d S Korean on suspicion of involvement in abduction of S Koreans from W Ger",https://www.nytimes.com/1967/07/09/archives/south-korea-holds-70-in-red-spy-ring-seoul-holds-70-in-a-red-spy.html,"Notre Dame U says Kang Sung Jong is not a faculty member; Fed Prosecutor, Karlsruhe, W Ger, repts arrest of 2d S Korean on suspicion of involvement in abduction of S Koreans from W Ger",,1,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'KOREA', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Colleges and Universities', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'FOREIGN STUDY, TEACHING AND TRAVEL', 'rank': 6, 'major': 'N'}]",1967-07-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/a3052d95-2a79-5a4e-80f1-abd9e45f2bee,0,nyt://article/a3052d95-2a79-5a4e-80f1-abd9e45f2bee,South Korea Holds 70 in Red Spy Ring; SEOUL HOLDS 70 IN A RED SPY RING,,,South Korea Holds 70 in Red Spy Ring; SEOUL HOLDS 70 IN A RED SPY RING,,,,,[],,
Mkt again plagued by excessive speculation and manipulation; Govt planning reforms; its influence on mkt recalled,https://www.nytimes.com/1964/08/08/archives/korea-planning-stock-reforms-normal-market-operation-sought-by.html,Mkt again plagued by excessive speculation and manipulation; Govt planning reforms; its influence on mkt recalled,"The South Korean stock market is again plagued by excessive speculation and manipulation, although the Government is Known to be beatedly preparing measures for “normalization” of the market's operation.",22,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA, SOUTH', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Stocks and Bonds', 'rank': 2, 'major': 'N'}]",1964-08-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/b81d4b55-b1f3-5149-8fae-56ca3379b458,598,nyt://article/b81d4b55-b1f3-5149-8fae-56ca3379b458,KOREA PLANNING STOCK REFORMS; ‘Normal’ Market Operation Sought by Government,,,KOREA PLANNING STOCK REFORMS; ‘Normal’ Market Operation Sought by Government,,,,,[],,
"ONE of the most curious, effective and well&#8208;protected wildlife sanctuaries exists today, not through man's benevolence but because of his inability to get along with his fellow humans.",https://www.nytimes.com/1964/02/20/archives/wood-field-and-stream-wildlife-in-korean-demilitarized-zone-is.html,,"ONE of the most curious, effective and well‐protected wildlife sanctuaries exists today, not through man's benevolence but because of his inability to get along with his fellow humans.",37,The New York Times,[],[],1964-02-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/898b0a1e-f8b0-5c4d-81fa-33944b9f16c2,531,nyt://article/898b0a1e-f8b0-5c4d-81fa-33944b9f16c2,"Wood, Field and Stream; Wildlife in Korean Demilitarized Zone Is Unlikely to Be Disturbed",,,"Wood, Field and Stream; Wildlife in Korean Demilitarized Zone Is Unlikely to Be Disturbed",,,,,[],,
"freed along with 81 USS Pueblo crewmen after 11-mo imprisonment in N Korea; denies ship violated N Korean territorial waters, news conf, Seoul, S Korea",https://www.nytimes.com/1968/12/23/archives/82-in-pueblo-crew-freed-us-gives-north-koreans-confession-disavows.html,"freed along with 81 USS Pueblo crewmen after 11-mo imprisonment in N Korea; denies ship violated N Korean territorial waters, news conf, Seoul, S Korea",,1,The New York Times,[],"[{'name': 'persons', 'value': 'HODGES, DUANE D', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'BUCHER, LLOYD M', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'PUEBLO INCIDENT', 'rank': 4, 'major': 'N'}]",1968-12-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/287c19e6-3063-5075-a28d-fa5b12df7ac2,0,nyt://article/287c19e6-3063-5075-a28d-fa5b12df7ac2,"82 IN PUEBLO CREW FREED; U.S. GIVES NORTH KOREANS 'CONFESSION,' DISAVOWS IT; 11-MONTH ORDEAL The Men Are Expected to Be Flown Home Quickly From Seoul Pueblo Grew Is Freed; U.S. Gives North Korea 'Confession,' but Disavow It",,,"82 IN PUEBLO CREW FREED; U.S. GIVES NORTH KOREANS 'CONFESSION,' DISAVOWS IT; 11-MONTH ORDEAL The Men Are Expected to Be Flown Home Quickly From Seoul Pueblo Grew Is Freed; U.S. Gives North Korea 'Confession,' but Disavow It",,,,By Philip Shabecoffspecial To the New York Times,"[{'firstname': 'Philip', 'middlename': 'Shabecoffspecial', 'lastname': 'To', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"he and Premier Sato agree to press for speedy accord; Japanese and US officials hail conf; Japanese Leftists and anti-Japanese Koreans oppose settlement, Govt leaders back it",https://www.nytimes.com/1965/02/07/archives/koreas-premier-sees-sato-on-pact-cordial-talks-spur-hope-of-normal.html,"he and Premier Sato agree to press for speedy accord; Japanese and US officials hail conf; Japanese Leftists and anti-Japanese Koreans oppose settlement, Govt leaders back it",,2,The New York Times,[],"[{'name': 'glocations', 'value': 'Kenya', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'KOREA', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Johnson, Lyndon Baines', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Kennedy, John Fitzgerald', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Gifts', 'rank': 6, 'major': 'N'}]",1965-02-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/9e3f1a82-ec5f-5468-8cff-607963254e59,0,nyt://article/9e3f1a82-ec5f-5468-8cff-607963254e59,KOREA'S PREMIER SEES SATO ON PACT; Cordial Talks Spur Hope of Normal Tokyo-Seoul Ties,,,KOREA'S PREMIER SEES SATO ON PACT; Cordial Talks Spur Hope of Normal Tokyo-Seoul Ties,,,,By Robert Trumbull,"[{'firstname': 'Robert', 'middlename': None, 'lastname': 'Trumbull', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
Pors,https://www.nytimes.com/1966/01/18/archives/general-says-north-korean-infiltration-grows-chief-of-us-marines.html,Pors,,4,The New York Times,[],"[{'name': 'glocations', 'value': 'Far East, South and Southeast Asia and Pacific Areas', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Vietnam', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Vietnam', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'GREENE, WALLACE M JR.', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'TRUCE', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'US PEACE DRIVE - TENSION IN S VIETNAM OVER DRIVE - US SENATE FOREIGN RELATIONS COMMITTEE QUESTIONS US POLICY - END OF PAUSE IN BOMBING OF N VIETNAM', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'S KOREAN, W GER AND PHILIPPINES MOVES TO AID S VIETNAM', 'rank': 8, 'major': 'N'}]",1966-01-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/c83dc36d-8e36-5e5a-b54c-ab23f1794e9a,0,nyt://article/c83dc36d-8e36-5e5a-b54c-ab23f1794e9a,General Says North Korean Infiltration Grows; Chief of U.S. Marines Sees Response to Vietnam Aid,,,General Says North Korean Infiltration Grows; Chief of U.S. Marines Sees Response to Vietnam Aid,,,,By Evert Clark Special To the New York Times,"[{'firstname': 'Evert', 'middlename': 'Clark', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"S Korean writer Nam Chong Hyon, arrested for writing modern-day story about legendary Korean figure Hong Kil Tong on grounds story was 'proletarian' and 'anti-Amer' and who got 'probation before verdict' in '67 trial, appeals to cts for full vindication; Govt, which sought jail term, also appeals",https://www.nytimes.com/1968/02/27/archives/korean-accused-of-antius-stand-writer-on-probation-denies-violating.html,"S Korean writer Nam Chong Hyon, arrested for writing modern-day story about legendary Korean figure Hong Kil Tong on grounds story was 'proletarian' and 'anti-Amer' and who got 'probation before verdict' in '67 trial, appeals to cts for full vindi...",,6,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'PUEBLO INCIDENT', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 5, 'major': 'N'}]",1968-02-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/070040c8-e785-530a-9d98-ce7ad212c673,0,nyt://article/070040c8-e785-530a-9d98-ce7ad212c673,"KOREAN ACCUSED OF ANTI-U.S. STAND; Writer, on Probation, Denies Violating Anti-Red Law",,,"KOREAN ACCUSED OF ANTI-U.S. STAND; Writer, on Probation, Denies Violating Anti-Red Law",,,,By J. Anthony Lukasspecial To the New York Times,"[{'firstname': 'J.', 'middlename': 'Anthony', 'lastname': 'Lukasspecial', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
is financial failure after 6 mos of operation; institutes drastic econ measures,https://www.nytimes.com/1963/10/27/archives/big-korea-resort-fails-to-prosper-elaborate-pleasure-center.html,is financial failure after 6 mos of operation; institutes drastic econ measures,,26,The New York Times,[],"[{'name': 'glocations', 'value': 'FAR EAST AND PACIFIC AREA', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Travel and Vacations', 'rank': 2, 'major': 'N'}]",1963-10-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/69e3b56c-71e1-5636-8d75-4848ca44f937,0,nyt://article/69e3b56c-71e1-5636-8d75-4848ca44f937,BIG KOREA RESORT FAILS TO PROSPER; Elaborate Pleasure Center Attracting Few G.I.'s,,,BIG KOREA RESORT FAILS TO PROSPER; Elaborate Pleasure Center Attracting Few G.I.'s,,,,By Emerson Chapin Special To the New York Times,"[{'firstname': 'Emerson', 'middlename': 'Chapin', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"Dies, 56; por",https://www.nytimes.com/1970/07/22/archives/jim-g-lucas-a-pulitzer-winner-for-korean-war-coverage-dies-reporter.html,"Dies, 56; por","WASHINGTON, July 21 (UPI)—Jim G. Lucas, Pulitzer Pilze‐winning war correspond ent for the Scripps‐Howard newspapers, died early today of abdominal cancer at the Veterans Administration Hos pital. He was 56 years old. ",40,The New York Times,[],"[{'name': 'persons', 'value': 'LUCAS, JIM G', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'LUCAS, JIM G', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 3, 'major': 'N'}]",1970-07-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/e842a03e-c397-56b9-89ed-cb6fbeb17974,725,nyt://article/e842a03e-c397-56b9-89ed-cb6fbeb17974,"Jim G. Lucas, a Pulitzer Winner For Korean War Coverage, Dies",,,"Jim G. Lucas, a Pulitzer Winner For Korean War Coverage, Dies",,,,,[],,
