abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section
N Korean Pres Kim Il Sung says that Japanese Red Army members who hijacked Japan Air Lines plane to N Korea a yrs ago have been re-educated (S),https://www.nytimes.com/1978/05/14/archives/japans-hijackers-reeducated-north-koreas-leader-reports.html,N Korean Pres Kim Il Sung says that Japanese Red Army members who hijacked Japan Air Lines plane to N Korea a yrs ago have been re-educated (S),"TOKYO, May 13 (Reuters)—President Kim 11 Sung of North Korea said today that the Japanese radical leftists who hijacked a Japan Air Lines jetliner to North Korea eight years ago had been re‐edu cated, Kyodo News Agency reported today",11,The New York Times,[],"[{'name': 'glocations', 'value': 'North Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Japan', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'AIRLINES', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Hijacking', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 5, 'major': 'N'}]",1978-05-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/21733fb3-4c8a-5e4f-8ef4-9798e71bb65a,99,nyt://article/21733fb3-4c8a-5e4f-8ef4-9798e71bb65a,"Japan's Hijackers Re-Educated, North Korea's Leader Reports",,,"Japan's Hijackers Re-Educated, North Korea's Leader Reports",,,,,[],,
Communist China signs accord to provide N Korea with undisclosed amt of free mil aid,https://www.nytimes.com/1971/09/08/archives/peking-signs-accord-to-give-arms-aid-to-north-koreans.html,Communist China signs accord to provide N Korea with undisclosed amt of free mil aid,"TOKYO, Wednesday, Sept. 8 (AP) — Communist China has agreed to provide North Korea with an undisclosed amount of free military aid, the Chinese press agency, Hsinhua, reported today.",42,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}]",1971-09-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/c8f45085-cd43-5081-86ca-be9f1a85b0b0,73,nyt://article/c8f45085-cd43-5081-86ca-be9f1a85b0b0,Peking Signs Accord to Give Arms Aid to North Koreans,,,Peking Signs Accord to Give Arms Aid to North Koreans,,,,,[],,
article on increasingly prominent roles of few dozen women in human rights struggle in S Korea; notes women face intimidation for opposing Pres Park‧s policies; wives and women colleagues of 18 Christians convicted of trying to overthrow Govt have been most active in protest; activist Mrs Kim Dae Jung illus (M),https://www.nytimes.com/1976/12/08/archives/women-playing-important-role-in-rights-struggle-in-south-korea.html,article on increasingly prominent roles of few dozen women in human rights struggle in S Korea; notes women face intimidation for opposing Pres Park‧s policies; wives and women colleagues of 18 Christians convicted of trying to overthrow Govt have...,"SEOUL, South Korea — Women, who are sometimes believed to hold a subservient position in Asian societies, are playing an increasingly prominent role in the struggle for human rights in South Korea.",2,The New York Times,[],"[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'South Korea', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'South Korea', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'POLICE', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Women', 'rank': 5, 'major': 'N'}]",1976-12-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/ed1c265c-99b7-540b-bd3d-5f47cfedc321,697,nyt://article/ed1c265c-99b7-540b-bd3d-5f47cfedc321,Women Playing Important Role In Rights Struggle in South Korea,,,Women Playing Important Role In Rights Struggle in South Korea,,,,By Andrew H. Malcolm Special to The New York Times,"[{'firstname': 'Andrew', 'middlename': 'H.', 'lastname': 'Malcolm', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
Nationwide election held in S Korea to select electoral coll that will name country‧s Pres late in fall; results noted; Pres Park is expected to be only candidate (M),https://www.nytimes.com/1978/05/19/archives/south-koreans-vote-in-preliminary-step-to-reelecting-park-critics.html,Nationwide election held in S Korea to select electoral coll that will name country‧s Pres late in fall; results noted; Pres Park is expected to be only candidate (M),"SEOUL South Korea, May 18—The Government of President Park Chung Hee held a nationwide election today to select an electoral college that will name this country's President late this fall.",4,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}]",1978-05-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/a18562e8-0901-5820-b365-85af0be5d3f8,363,nyt://article/a18562e8-0901-5820-b365-85af0be5d3f8,South Koreans Vote In Preliminary Step To Re‐Electing Park,,,South Koreans Vote In Preliminary Step To Re‐Electing Park,,,,By Andrew H. Malcolm; Special to The New York Times,"[{'firstname': 'Andrew', 'middlename': 'H.', 'lastname': 'Malcolm', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A
"Jerome Levinson, counsel to Sen Foreign Relations subcom on Multinatl Corporations, says subcom is pursuing testimony that Gulf Oil paid $4-million in covert pol contributions to S Korean officials between '66 and '70; Gulf's Korean refinery was operated by family of Park Tong Sun, whose US activities are under Justice Dept investigation; Park reptdly recd $1-million a mo from his Gulf activities (S)",https://www.nytimes.com/1976/10/31/archives/state-department-said-to-have-urged-korea-inquiry-in-75.html,"Jerome Levinson, counsel to Sen Foreign Relations subcom on Multinatl Corporations, says subcom is pursuing testimony that Gulf Oil paid $4-million in covert pol contributions to S Korean officials between '66 and '70; Gulf's Korean refinery was o...","WASHINGTON, Oct 30—The State Department secretly requested a Justice Department investigation of the activities of Park Tong Sun, a South Korean businessman shortly after a Senate subcommittee delved into the matter last year, diplomatic and Capitol Hill sources said today.",1,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Far East, South and Southeast Asia and Pacific Areas', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'South Korea', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'FOREIGN INTERESTS, AGENTS OF', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'FOREIGN INTERESTS, AGENTS OF', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Oil (Petroleum) and Gasoline', 'rank': 7, 'major': 'N'}]",1976-10-31T05:00:00+0000,article,None,Archives,Archives,nyt://article/5d06bb84-6c7f-5d13-9b1f-e236ecf888d1,930,nyt://article/5d06bb84-6c7f-5d13-9b1f-e236ecf888d1,STATE DEPARTMENT SAID TO HAVE URGED KOREA INQUIRY IN '75,,,STATE DEPARTMENT SAID TO HAVE URGED KOREA INQUIRY IN '75,,,,By Nicholas M. Horrock Special to The New York Times,"[{'firstname': 'Nicholas', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"Pres Ford, in news conf, avoids direct answer to question whether US would ever be 1st country to use nuclear weapons in an emergency (S)",https://www.nytimes.com/1975/06/26/archives/might-of-us-deterrent-force-in-south-korea-is-cited-by-ford.html,"Pres Ford, in news conf, avoids direct answer to question whether US would ever be 1st country to use nuclear weapons in an emergency (S)","WASHINGTON, June 25—President Ford declared today, the 25th anniversary of the outbreak of the Korean war, that the United States had a strong deterrent force in South Korea but refused to say whether he would use nuclear weapons in that country's detense in case of a new war.",4,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Arms Control and Limitation and Disarmament', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'ATOMIC ENERGY AND WEAPONS', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Nuclear Weapons', 'rank': 6, 'major': 'N'}]",1975-06-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/80b335c7-3231-573c-9128-8a3f116c5018,415,nyt://article/80b335c7-3231-573c-9128-8a3f116c5018,Might of U.S. Deterrent Force In South Korea Is Cited by Ford,,,Might of U.S. Deterrent Force In South Korea Is Cited by Ford,,,,,[],,
"Walsh, Cormac A (Rev)",https://www.nytimes.com/1977/05/06/archives/the-rev-cormac-a-walsh-61-highly-decorated-in-korean-wa.html,"Walsh, Cormac A (Rev)","The Rev. Cormac A. Walsh, a Franciscan priest and chaplain at Dannemore State Prison, Clinton, N.Y., since 1959, died of a heart attack Wednesday while visiting in Tampa, Fla. His age was 61.",90,The New York Times,[],"[{'name': 'persons', 'value': 'WALSH, CORMAC A', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DEATHS', 'rank': 2, 'major': 'N'}]",1977-05-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/7fc18073-7994-5c00-84f5-2f61238a0f9f,205,nyt://article/7fc18073-7994-5c00-84f5-2f61238a0f9f,"The Rev. Cormac A. Walsh, 61; Highly Decorated in Korean Wai",,,"The Rev. Cormac A. Walsh, 61; Highly Decorated in Korean Wai",,,,,[],,
Halloran on S Korean Pres Park naming new Cabinet that is void of politicians and thus ruling nation directly; tension caused by Park's oppressive regime noted (M),https://www.nytimes.com/1976/02/07/archives/with-politicians-out-of-cabinet-park-rules-south-korea-directly.html,Halloran on S Korean Pres Park naming new Cabinet that is void of politicians and thus ruling nation directly; tension caused by Park's oppressive regime noted (M),"SEOUL, South Korea — The South Korean official summed up the situation neatly: “President Park doesn't like politics. He wants to keep politics out of government. It's more efficient that way.”",5,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}]",1976-02-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/881e5807-3ff8-5c20-9365-e6b08b6fb963,929,nyt://article/881e5807-3ff8-5c20-9365-e6b08b6fb963,"With Politicians Out of Cabinet, Park Rules South Korea Directly",,,"With Politicians Out of Cabinet, Park Rules South Korea Directly",,,,By Richard Halloran; Special to The New York Times,"[{'firstname': 'Richard', 'middlename': None, 'lastname': 'Halloran', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"Democratic Republican party led by S Korean Pres Park Chung Hee wins 1/2 of National Assembly seats according to official election returns Mar 1; Park will have 2/3 majority in Legis; major opposition party of New Democrats won 52 seats, splinter Democratic Unification Party 2, independents 19; voting marred by irregularities leading to arrest of 31 election officials and campaign workers",https://www.nytimes.com/1973/03/02/archives/south-korean-chiefs-party-wins-half-of-contested-seats.html,"Democratic Republican party led by S Korean Pres Park Chung Hee wins 1/2 of National Assembly seats according to official election returns Mar 1; Park will have 2/3 majority in Legis; major opposition party of New Democrats won 52 seats, splinter ...","SEOUL, South. Korea, March 1—The Democratic Republican party led by President Park Chung Hee has won 73, or just half, of the 146 National Assembly seats contested in the elections Tuesday, according to final official returns announced today.",2,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'South Korea', 'rank': 2, 'major': 'N'}]",1973-03-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/e612f044-cb2d-5066-9cc0-f8d51c004a69,149,nyt://article/e612f044-cb2d-5066-9cc0-f8d51c004a69,South Korean Chief's Party Wins Half of Contested Seats,,,South Korean Chief's Party Wins Half of Contested Seats,,,,,[],,
"UN command accuses N Korea Mar 12 of killing 2 S Korean soldiers and wounding another Mar 7 in 1st serious incident since Sept '71; US Maj Gen F Haynes demands explanation of 'unprovoked attack,' calling it 'serious breach' of '53 armistice; N Korean repr Maj Gen Kim Pung Sop charges incident was started by S Korean soldiers who fired at N Korean positions after infiltrating Communist side of buffer zone",https://www.nytimes.com/1973/03/13/archives/un-unit-accuses-the-north-koreans-of-2-dmz-killingsgs.html,"UN command accuses N Korea Mar 12 of killing 2 S Korean soldiers and wounding another Mar 7 in 1st serious incident since Sept '71; US Maj Gen F Haynes demands explanation of 'unprovoked attack,' calling it 'serious breach' of '53 armistice; N Kor...","PANMUNJOM, Korea, March 12—The United Nations command accused North Korea today of killing two South Korean soldiers and wounding another last Wednesday in the first serious shooting incident in the Korean demilitarized zone since September of 1971.",7,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}]",1973-03-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/0e2cef26-49b9-5d99-ab09-36ee75e325f3,217,nyt://article/0e2cef26-49b9-5d99-ab09-36ee75e325f3,U.N. Unit Accuses The North Koreans Of 2 DMZ Killings,,,U.N. Unit Accuses The North Koreans Of 2 DMZ Killings,,,,,[],,
"11 N Koreans who will serve as their nation's 1st observers at UN arrive, NYC, Sept 3; welcomed by reprs of Chinese and other Communist missions; group, headed by Li Yun Gyom, leaves airport without meeting waiting newsmen; Chinese spokesman says mission will be headed by Amb K won Min Jung",https://www.nytimes.com/1973/09/04/archives/11-north-koreans-arrive-to-set-up-a-un-mission.html,"11 N Koreans who will serve as their nation's 1st observers at UN arrive, NYC, Sept 3; welcomed by reprs of Chinese and other Communist missions; group, headed by Li Yun Gyom, leaves airport without meeting waiting newsmen; Chinese spokesman says ...",Eleven North Koreans who will serve as their nation's first observers at the United Nations arrived at Kennedy Airport yesterday to a welcoming party that included representatives of the Chinese and other Communist missions.,17,The New York Times,[],"[{'name': 'organizations', 'value': 'United Nations', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'OBSERVERS OF NON-MEMBER NATIONS AND NON-GOVERNMENTAL ORGANIZATIONS', 'rank': 2, 'major': 'N'}]",1973-09-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/dc72cf1f-e1b4-56c5-935d-09116c9ca710,127,nyt://article/dc72cf1f-e1b4-56c5-935d-09116c9ca710,11 North Koreans Arrive To Set Up a U.N. Mission,,,11 North Koreans Arrive To Set Up a U.N. Mission,,,,,[],,
"WASHINGTON, July 10&#8212;A survey of the House of Representatives by the House ethics committee has turned up a pattern of South Korean favors for sen&#8208;&#8208;. for House members that was more extensive than had been reported, according to Congressional sources.",https://www.nytimes.com/1977/07/11/archives/ethics-panel-finds-more-congress-men-took-korean-favors-115.html,,"WASHINGTON, July 10—A survey of the House of Representatives by the House ethics committee has turned up a pattern of South Korean favors for sen‐‐. for House members that was more extensive than had been reported, according to Congressional sources.",51,The New York Times,[],[],1977-07-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/c025ad09-977b-59a1-a417-96b780213d05,1865,nyt://article/c025ad09-977b-59a1-a417-96b780213d05,ETHICS PANEL FINDS MORE CONGRESSMEN TOOK KOREAN FAVORS,,,ETHICS PANEL FINDS MORE CONGRESSMEN TOOK KOREAN FAVORS,,,,,[],,
"MOSCOW, April 21&#8212;Two passengers aboard a South Korean airliner were killed last night after the jet strayed over Soviet territory and was forced to land on a frozen lr:te about 280 miles south of Murmansk, Soviet officials disclosed today.",https://www.nytimes.com/1978/04/22/archives/new-jersey-pages-2-killed-on-south-korean-airliner-that-was-forced.html,,"MOSCOW, April 21—Two passengers aboard a South Korean airliner were killed last night after the jet strayed over Soviet territory and was forced to land on a frozen lr:te about 280 miles south of Murmansk, Soviet officials disclosed today.",45,The New York Times,[],[],1978-04-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/1e0f7238-18da-5b85-b8cb-90f012ea2b84,772,nyt://article/1e0f7238-18da-5b85-b8cb-90f012ea2b84,2 Killed on South Korean Airliner That Was Forced to Land in Soviet,,,2 Killed on South Korean Airliner That Was Forced to Land in Soviet,,,,By Craig R. Whitney;Special to The New York Times,"[{'firstname': 'Craig', 'middlename': 'R.', 'lastname': 'Whitney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"WASHINGTON, Aug. 3 &#8212; The House Committee on Standards of Official Conduct announced today that it had agreed to accept a 1/4 longstanding Offer by the South Korean Government to make Kim Dong Jo, the former Ambassador to Washington, available for written questions about his alleged role in the Korean influence&#8208;buying scandal.",https://www.nytimes.com/1978/08/04/archives/new-jersey-pages-ethics-unit-to-accept-testimony-of-korean-exenvoy.html,,"WASHINGTON, Aug. 3 — The House Committee on Standards of Official Conduct announced today that it had agreed to accept a 1/4 longstanding Offer by the South Korean Government to make Kim Dong Jo, the former Ambassador to Washington, available for written questions about his alleged role in the Korean influence‐buying scandal.",15,The New York Times,[],[],1978-08-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/5cb2cc71-db65-53a1-8585-10db24f377fd,664,nyt://article/5cb2cc71-db65-53a1-8585-10db24f377fd,Ethics Unit to Accept Testimony Of Korean Ex‐Envoy in Writing,,,Ethics Unit to Accept Testimony Of Korean Ex‐Envoy in Writing,,,,By B. Drummond Ayres Jr.;Special to The New York Times,[],The New York Times,B
"S Korean Pres Park says on July 7, at 1st Cabinet meeting since announcement of joint communique with N Korea, that his Govt will pursue step-by-step approach in solving problems with North; warns that anti-Communist education of people must be continued and cautions against excessive optimism over opening of North-South dialogue",https://www.nytimes.com/1972/07/08/archives/south-korean-leader-promises-stepbystep-approach-to-north.html,"S Korean Pres Park says on July 7, at 1st Cabinet meeting since announcement of joint communique with N Korea, that his Govt will pursue step-by-step approach in solving problems with North; warns that anti-Communist education of people must be co...","SEOUL, South Korea, July 7 —President Park Chung Hee said today that the Government would pursue a step‐by‐step approach in solving problems with North Korea through dia logue.",8,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}]",1972-07-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/3e99a5df-243f-5a69-8cc9-2f1e85528a89,253,nyt://article/3e99a5df-243f-5a69-8cc9-2f1e85528a89,South Korean Leader Promises Step‐by‐Step Approach to North,,,South Korean Leader Promises Step‐by‐Step Approach to North,,,,,[],,
"S Korean Army arrests two outspoken critics of Pres Park Chung Hee on charges of violating presidential decree of Jan 8 barring criticism of Const; Col Lee Chan Shik, spokesman for prosecution div of emergency gen ct‐martial set up under decree, identifies those arrested as Chang Joon Ha, former opposition politician who is now adviser to Dem Unification party, and Paik Ki Wan, former opposition politician who is now dir of private pol research inst; both were active members of group of 30 leaders who started drive to collect a million signatures on petition for const reforms (M)",https://www.nytimes.com/1974/01/16/archives/south-korea-seizes-2-leaders-of-drive-to-revise-charter.html,"S Korean Army arrests two outspoken critics of Pres Park Chung Hee on charges of violating presidential decree of Jan 8 barring criticism of Const; Col Lee Chan Shik, spokesman for prosecution div of emergency gen ct‐martial set up under decree, i...","SEOUL, South Korea, Jan. 15 —The South Korean Army arrested two outspoken critics of President Park Chung Hee today on charges of violating the presidential decree last week that banned criticism of the nation's current constitution.",6,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}]",1974-01-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/33e6889f-0d7b-558d-a69d-33b3d067ae78,263,nyt://article/33e6889f-0d7b-558d-a69d-33b3d067ae78,South Korea Seizes 2 Leaders of Drive To Revise Charter,,,South Korea Seizes 2 Leaders of Drive To Revise Charter,,,,,[],,
"N Korean news agency publicizes Ministry of Public Security rept on Nov 3 that says 10-man crew of Japanese ship Shimbu Maru is being detained after ship 'intruded deep into territorial waters of our country' on Nov 1; rept adds Ministry is investigating 'illegal intrusion'; Tokyo Maritime Safety agency says it received radioed emergency message from vessel shortly after capture, but has received no further word",https://www.nytimes.com/1973/11/04/archives/north-korea-says-it-seized-japanese-vessel-off-coast.html,N Korean news agency publicizes Ministry of Public Security rept on Nov 3 that says 10-man crew of Japanese ship Shimbu Maru is being detained after ship 'intruded deep into territorial waters of our country' on Nov 1; rept adds Ministry is invest...,"HONG KONG, Nov. 3 (Reuters)—North Korea announced today it had detained the 10‐man crew of a Japanese ship that it said had intruded into North Korean waters.",64,The New York Times,[],"[{'name': 'subject', 'value': 'Ships and Shipping', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'INTERNATIONAL INCIDENTS', 'rank': 2, 'major': 'N'}]",1973-11-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/72f67a7f-f4a1-5414-8016-a5153f1504b4,137,nyt://article/72f67a7f-f4a1-5414-8016-a5153f1504b4,North Korea Says It Seized Japanese Vessel Off Coast,,,North Korea Says It Seized Japanese Vessel Off Coast,,,,,[],,
"Gov David L Boren repts that S Korean and Taiwan Govts had financed his 10‐day trip to Far East in Oct but denies there was anything improper in it; says purpose of trip was to hon’ Okla‧s 45th Natl Guard Div, which served in Korea, and to promote Okla wheat sales to S Korea and Taiwan (S)",https://www.nytimes.com/1976/12/01/archives/ford-is-asked-to-help-congressional-inquiry-on-actions-of-south.html,"Gov David L Boren repts that S Korean and Taiwan Govts had financed his 10‐day trip to Far East in Oct but denies there was anything improper in it; says purpose of trip was to hon’ Okla‧s 45th Natl Guard Div, which served in Korea, and to promote...","WASHINGTON, Nov. 30—Leaders of the House ethics committee have asked Prescient Ford for Justice. Department aid in undertaking a Congressional investigation of South Korean Influencepeddling on Capitol Hill.",21,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Oklahoma', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'FOREIGN INTERESTS, AGENTS OF', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'FOREIGN INTERESTS, AGENTS OF', 'rank': 5, 'major': 'N'}]",1976-12-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/fe527f42-5b50-5739-9bc8-e5d6c7bfc01d,984,nyt://article/fe527f42-5b50-5739-9bc8-e5d6c7bfc01d,"Ford Is Asked to Help Congressional Inquiry on Actions of South Korea,",,,"Ford Is Asked to Help Congressional Inquiry on Actions of South Korea,",,,,By Richard D. Lyons Special to The New York Times,"[{'firstname': 'Richard', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
Pan Amer jetliner to retrieve passengers from Murmansk (S),https://www.nytimes.com/1978/04/22/archives/flight-of-south-korean-airliner-very-puzzling-to-us-officials-have.html,Pan Amer jetliner to retrieve passengers from Murmansk (S),WASHINGTON. April 21—American officials trying to piece together an account of how a South Korean airliner happened to be forced downed in the Soviet Union last night said today that they were dealing with fragmentary information and were “very puzzled” by the incident.,5,The New York Times,[],"[{'name': 'subject', 'value': 'AIRPLANES', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'INTERNATIONAL INCIDENTS', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'AIRPLANES', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'INTERNATIONAL INCIDENTS', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'AIRPLANES', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'INTERNATIONAL INCIDENTS', 'rank': 6, 'major': 'N'}]",1978-04-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/2697a35e-c151-5586-a47e-7f56b28771a8,726,nyt://article/2697a35e-c151-5586-a47e-7f56b28771a8,Flight of South Korean Airliner `Very Puzzling’ to U.S. Officials,,,Flight of South Korean Airliner `Very Puzzling’ to U.S. Officials,,,,By Richard Halloran Special to The New York Times,"[{'firstname': 'Richard', 'middlename': 'Halloran', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
Amer soldiers stationed at Korea's dmz voice mixed feelings over Pres Carter's troop withdrawal plan (M),https://www.nytimes.com/1977/08/02/archives/gis-at-korean-dmz-voice-mixed-feelings-about-pullout.html,Amer soldiers stationed at Korea's dmz voice mixed feelings over Pres Carter's troop withdrawal plan (M),"PANMUNJOM, Korea, Aug. 1—The rice paddies are parched now beside the demilitarized zone. At midafternoon the throbbing sun leaves the American soldiers weary and idly playing cards beneath dusty canvas tents.",2,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}]",1977-08-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/f6140937-9f4a-5895-8d70-97c988e2ee7c,866,nyt://article/f6140937-9f4a-5895-8d70-97c988e2ee7c,s at Korean DMZ Voice Mixed Feelings About Pullout,,,s at Korean DMZ Voice Mixed Feelings About Pullout,,,,By Bernard Weinraub;Special to The New  York Times,"[{'firstname': 'Bernard', 'middlename': None, 'lastname': 'Weinraub', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"Taeyunkak Hotel owner, 4 hotel officials and 3 former Seoul munic employes arrested on charges of negligence in connection with fire; police charge hotel was guilty of many violations of fire regulations",https://www.nytimes.com/1971/12/28/archives/8-arrested-in-south-korea-in-hotel-fire-fatal-to-158.html,"Taeyunkak Hotel owner, 4 hotel officials and 3 former Seoul munic employes arrested on charges of negligence in connection with fire; police charge hotel was guilty of many violations of fire regulations","SEOUL, South Korea, Tuesday, Dec. 28 (UPI)—South Korean authorities arrested eight persons before dawn today in connection with the Christmas fire in a 22‐story hotel that killed 158.",3,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'HOTELS, BARS, MOTELS, NIGHT CLUBS AND RESTAURANTS', 'rank': 2, 'major': 'N'}]",1971-12-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/ac5f316c-1d39-5b41-9134-2e07bee446a0,124,nyt://article/ac5f316c-1d39-5b41-9134-2e07bee446a0,8 Arrested in South Korea In Hotel Fire Fatal to 158,,,8 Arrested in South Korea In Hotel Fire Fatal to 158,,,,,[],,
"R Halloran on loyalty of S Korean Army to Pres Park beginning to show cracks that could jeopardize his hold on power; so far, signs of discontent have beem scattered and sporadic, running from open defiance to private murmurings against Park's autocratic rule, but these have been enough to make Govt more than usually sensitive to any hint of disloyalty in armed forces; speculation on possibility of planned coup by armed forces discussed; incidents of discontent noted (M)",https://www.nytimes.com/1975/02/03/archives/south-korean-armys-loyalty-to-park-shows-signs-of-cracking.html,"R Halloran on loyalty of S Korean Army to Pres Park beginning to show cracks that could jeopardize his hold on power; so far, signs of discontent have beem scattered and sporadic, running from open defiance to private murmurings against Park's aut...","SEOUL, South Korea Feb. 1 — The loyalty of the South Korean Army to President Park Chung Hee has begun to show cracks that could jeopardize his hold on power.",8,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}]",1975-02-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/8a863bfa-88c1-5cf4-ad5e-f2a4964d4844,838,nyt://article/8a863bfa-88c1-5cf4-ad5e-f2a4964d4844,South Korean Army's Loyalty to Park Shows Signs of Cracking,,,South Korean Army's Loyalty to Park Shows Signs of Cracking,,,,By Richard Halloran Special to The New York Times,"[{'firstname': 'Richard', 'middlename': 'Halloran', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
