abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization
UN forces,https://www.nytimes.com/1951/09/21/archives/official-reports-of-the-fighting-in-korea-helicopters-used-in-korea.html,UN forces,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'COMMUNIQUES AND RELEASES', 'rank': 5, 'major': 'N'}]",1951-09-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/952b7c9f-28ea-5c85-8481-1e8421fff04e,0,nyt://article/952b7c9f-28ea-5c85-8481-1e8421fff04e,Official Reports of the Fighting in Korea; HELICOPTERS USED IN KOREA MOUNTAIN LANDING,,,Official Reports of the Fighting in Korea; HELICOPTERS USED IN KOREA MOUNTAIN LANDING,,,,,[],
"282 French, Dutch and Belgians en route",https://www.nytimes.com/1952/08/23/archives/volunteers-sail-for-korea.html,"282 French, Dutch and Belgians en route",,,4,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED NATIONS FORCES', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 3, 'major': 'N'}]",1952-08-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/86735233-b44d-5402-880c-88a80322c9e2,0,nyt://article/86735233-b44d-5402-880c-88a80322c9e2,Volunteers Sail for Korea,,,Volunteers Sail for Korea,,,,,[],
in hand-to-hand combat,https://www.nytimes.com/1951/09/27/archives/official-reports-of-operations-in-the-fighting-in-korea-united.html,in hand-to-hand combat,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'COMMUNIQUES AND RELEASES', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 8, 'major': 'N'}]",1951-09-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/7d385fbc-0453-5444-88b8-dbec798a43eb,0,nyt://article/7d385fbc-0453-5444-88b8-dbec798a43eb,Official Reports of Operations in the Fighting in Korea; United Nations North Korean,,,Official Reports of Operations in the Fighting in Korea; United Nations North Korean,,,,,[],
"$516 million donated by Govts and non-Govt agencies, past 2 yrs, for relief and econ aid; US gave some $495 million",https://www.nytimes.com/1952/07/13/archives/516000000-for-korean-relief.html,"$516 million donated by Govts and non-Govt agencies, past 2 yrs, for relief and econ aid; US gave some $495 million",,,5,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'NON-MILITARY AID TO UN', 'rank': 2, 'major': 'N'}]",1952-07-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/33353085-c47f-5b6a-9818-cb0850917df8,0,nyt://article/33353085-c47f-5b6a-9818-cb0850917df8,"$516,000,000 for Korean Relief",,,"$516,000,000 for Korean Relief",,,,,[],
N Korean,https://www.nytimes.com/1951/07/26/archives/official-reports-on-the-war-operations-in-korea-united-nations.html,N Korean,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DIPLOMATIC ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': '2D JL 16 PAR', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'COMMUNIQUES AND RELEASES', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'CASUALTIES', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 14, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 15, 'major': 'N'}]",1951-07-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/946115ab-cd9b-5cbc-b33a-6a08688bf601,0,nyt://article/946115ab-cd9b-5cbc-b33a-6a08688bf601,Official Reports on the War Operations in Korea; United Nations North Korean.,,,Official Reports on the War Operations in Korea; United Nations North Korean.,,,,,[],
"Excerpts from US State Dept cartoon booklet, The Truth About Korea",https://www.nytimes.com/1950/10/01/archives/the-korean-war-south-korean-units-reported-across-38th-parallel.html,"Excerpts from US State Dept cartoon booklet, The Truth About Korea",,,2,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'WAR COMMUNIQUES AND RELEASES', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': '5TH O 1 PAR', 'rank': 8, 'major': 'N'}]",1950-10-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/c5d15ba2-94e4-5dd3-9de9-7cf7639c603f,0,nyt://article/c5d15ba2-94e4-5dd3-9de9-7cf7639c603f,The Korean War; SOUTH KOREAN UNITS REPORTED ACROSS 38TH PARALLEL,,,The Korean War; SOUTH KOREAN UNITS REPORTED ACROSS 38TH PARALLEL,,,,,[],
,https://www.nytimes.com/1951/12/24/archives/korea-fighting-erupts.html,,,,2,The New York Times,[],[],1951-12-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/4c42f4e6-d167-5a74-bf39-a5fd6c7ec043,0,nyt://article/4c42f4e6-d167-5a74-bf39-a5fd6c7ec043,KOREA FIGHTING ERUPTS,1,,KOREA FIGHTING ERUPTS,,,,,[],
,https://www.nytimes.com/1953/08/13/archives/north-koreas-purge.html,,,,24,The New York Times,[],[],1953-08-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/67697e69-599c-5d5e-8ebe-b09e9b45d008,0,nyt://article/67697e69-599c-5d5e-8ebe-b09e9b45d008,NORTH KOREA'S PURGE,1,,NORTH KOREA'S PURGE,,,,,[],
Maj Sieminski gets Legion of Merit; illus,https://www.nytimes.com/1950/12/16/archives/representative-digging-in-korea.html,Maj Sieminski gets Legion of Merit; illus,,,5,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 1, 'major': 'N'}]",1950-12-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/2ddb663f-690b-509c-b5da-01479bac9b0a,0,nyt://article/2ddb663f-690b-509c-b5da-01479bac9b0a,REPRESENTATIVE DIGGING IN KOREA,,,REPRESENTATIVE DIGGING IN KOREA,,,,,[],
,https://www.nytimes.com/1951/09/08/archives/schacht-off-for-korea.html,,,S,23,The New York Times,[],[],1951-09-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/5dd92884-24d5-5a1b-879f-d3cac0bc527a,0,nyt://article/5dd92884-24d5-5a1b-879f-d3cac0bc527a,Schacht Off for Korea,1,,Schacht Off for Korea,,,,,[],
3 SK ships at Phila Naval Yd for overhaul,https://www.nytimes.com/1955/11/30/archives/korean-ships-at-philadelphia.html,3 SK ships at Phila Naval Yd for overhaul,,,66,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'SHIPBUILDING, CONVERSION AND REPAIR', 'rank': 2, 'major': 'N'}]",1955-11-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/b2e0d29d-ba05-56dc-8f01-fecf58c7dddc,0,nyt://article/b2e0d29d-ba05-56dc-8f01-fecf58c7dddc,Korean Ships at Philadelphia,,,Korean Ships at Philadelphia,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
,https://www.nytimes.com/1952/03/19/archives/solution-in-korea-urged.html,,,,28,The New York Times,[],[],1952-03-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/2703c555-263a-55c4-b463-7ba073632a9c,0,nyt://article/2703c555-263a-55c4-b463-7ba073632a9c,Solution in Korea Urged,1,,Solution in Korea Urged,,,,,[],
General Marshall's statement about Korea helps to clarify policy in that area but does not wholly succeed in doing so.  ,https://www.nytimes.com/1951/03/29/archives/what-next-in-korea.html,,,,24,The New York Times,[],[],1951-03-29T05:00:00+0000,article,None,Archives,Archives,nyt://article/75a74bbb-cffb-5446-9375-d13de8087b82,0,nyt://article/75a74bbb-cffb-5446-9375-d13de8087b82,WHAT NEXT IN KOREA?,1,,WHAT NEXT IN KOREA?,,,,,[],
,https://www.nytimes.com/1955/08/31/archives/advice-for-korea-veterans.html,,,,27,The New York Times,[],[],1955-08-31T05:00:00+0000,article,None,Archives,Archives,nyt://article/e02739c3-4b16-5ace-a881-49c0b4f58a7b,0,nyt://article/e02739c3-4b16-5ace-a881-49c0b4f58a7b,Advice for Korea Veterans,1,,Advice for Korea Veterans,,,,,[],
,https://www.nytimes.com/1954/08/16/archives/north-koreans-alerted.html,,,,3,The New York Times,[],[],1954-08-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/ffa00da1-bf3a-5a69-a952-d9ec8d09bce1,0,nyt://article/ffa00da1-bf3a-5a69-a952-d9ec8d09bce1,North Koreans Alerted,1,,North Koreans Alerted,,,,,[],
Amb Yang lr on Sept 12 ed,https://www.nytimes.com/1952/09/18/archives/attitude-of-koreans-stressed.html,Amb Yang lr on Sept 12 ed,,,28,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED NATIONS FORCES', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 3, 'major': 'N'}]",1952-09-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/7a13b6a6-a534-56f8-b649-66b3516b1123,0,nyt://article/7a13b6a6-a534-56f8-b649-66b3516b1123,Attitude of Koreans Stressed,,,Attitude of Koreans Stressed,,,,YOU CHAN YANG,"[{'firstname': 'You', 'middlename': 'Chan', 'lastname': 'YANG', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"Newman, (Rabbi) Louis I",https://www.nytimes.com/1950/07/23/archives/our-objective-in-korea.html,"Newman, (Rabbi) Louis I",,,13,The New York Times,[],"[{'name': 'subject', 'value': 'SERMONS', 'rank': 1, 'major': 'N'}]",1950-07-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/5e89fd33-00cd-5b05-ae99-9d7ff8d2a313,0,nyt://article/5e89fd33-00cd-5b05-ae99-9d7ff8d2a313,Our Objective in Korea,,,Our Objective in Korea,,,,,[],
Korean Natl Airlines buys DC-4,https://www.nytimes.com/1953/08/28/archives/korean-airline-expanding.html,Korean Natl Airlines buys DC-4,,BUSINESS FINANCIAL,25,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Helicopters', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'AIRPLANES', 'rank': 3, 'major': 'N'}]",1953-08-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/567726ee-23d2-5fda-b1cc-a697d86c0a48,0,nyt://article/567726ee-23d2-5fda-b1cc-a697d86c0a48,Korean Airline Expanding,,,Korean Airline Expanding,,,,,[],
,https://www.nytimes.com/1951/09/27/archives/korea-fighting-rages.html,,,,2,The New York Times,[],[],1951-09-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/51ebd50b-0266-59ce-9b4e-3b24e77d9602,0,nyt://article/51ebd50b-0266-59ce-9b4e-3b24e77d9602,KOREA FIGHTING RAGES,1,,KOREA FIGHTING RAGES,,,,,[],
son and son-in-law of Pres Quirino join unit,https://www.nytimes.com/1953/02/24/archives/quirinos-son-in-korea.html,son and son-in-law of Pres Quirino join unit,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED NATIONS FORCES', 'rank': 2, 'major': 'N'}]",1953-02-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/ae5dc7ae-3fd0-53a6-a2b1-25f1b4b30bd4,0,nyt://article/ae5dc7ae-3fd0-53a6-a2b1-25f1b4b30bd4,Quirino's Son in Korea,,,Quirino's Son in Korea,,,,Special to THE NEW YORK TIMES,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Gets 2 Korean bear cubs from Pres Rhee,https://www.nytimes.com/1953/09/04/archives/korean-bears-for-eisenhower.html,Gets 2 Korean bear cubs from Pres Rhee,,,2,The New York Times,[],"[{'name': 'persons', 'value': 'Rhee, Syngman', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Eisenhower, Dwight David', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Gifts', 'rank': 3, 'major': 'N'}]",1953-09-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/53231ec9-a72b-5487-87b2-1ba64cdeba16,0,nyt://article/53231ec9-a72b-5487-87b2-1ba64cdeba16,Korean Bears for Eisenhower,,,Korean Bears for Eisenhower,,,,,[],
"Allied repr says some 1,000 Russian-made armored vehicles reached NKs during war",https://www.nytimes.com/1950/11/16/archives/soviet-tanks-sent-to-korea-steadily-during-a-lull-in-the-korean.html,"Allied repr says some 1,000 Russian-made armored vehicles reached NKs during war",,,3,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'CASUALTIES', 'rank': 3, 'major': 'N'}]",1950-11-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/6c2b1425-a09f-574f-8d14-2e1f11a3478c,0,nyt://article/6c2b1425-a09f-574f-8d14-2e1f11a3478c,SOVIET TANKS SENT TO KOREA STEADILY; DURING A LULL IN THE KOREAN FIGHTING.,,,SOVIET TANKS SENT TO KOREA STEADILY; DURING A LULL IN THE KOREAN FIGHTING.,,,,Special to THE NEW YORK TIMES,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
N Korean,https://www.nytimes.com/1951/08/14/archives/official-reports-on-the-war-operations-in-korea-communists.html,N Korean,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'COMMUNIQUES AND RELEASES', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 7, 'major': 'N'}]",1951-08-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/82103d23-2298-598f-bafa-be1444585d9e,0,nyt://article/82103d23-2298-598f-bafa-be1444585d9e,Official Reports on the War Operations in Korea; COMMUNISTS INCREASING PRESSURE IN KOREA,,,Official Reports on the War Operations in Korea; COMMUNISTS INCREASING PRESSURE IN KOREA,,,,,[],
"Prime Minister Churchill's suggestion that Britain should have stronger high-level representation in the United Nations Korean command has been favorably received by the United States. Secretary of State Acheson yesterday proposed the appointment of a British officer to be Deputy Chief of Staff to General Clark, and the British are studying his proposal.",https://www.nytimes.com/1952/06/27/archives/british-voices-on-korea.html,,,,22,The New York Times,[],"[{'name': 'glocations', 'value': 'China', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'FOREIGN RELATIONS', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'GENERAL', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 5, 'major': 'N'}]",1952-06-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/5333d90b-1977-53f2-b2d8-649579487633,0,nyt://article/5333d90b-1977-53f2-b2d8-649579487633,BRITISH VOICES ON KOREA,,,BRITISH VOICES ON KOREA,,,,,[],
"Sen O'Mahoney repts US Army gave 8,000 battlefield comms; plans 8,000 more",https://www.nytimes.com/1951/08/25/archives/8000-in-korea-commissioned.html,"Sen O'Mahoney repts US Army gave 8,000 battlefield comms; plans 8,000 more",,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'UN FORCES', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 3, 'major': 'N'}]",1951-08-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/484340c5-ee59-57b7-ac99-a48b35833266,0,nyt://article/484340c5-ee59-57b7-ac99-a48b35833266,"8,000 in Korea Commissioned",,,"8,000 in Korea Commissioned",,,,,[],
"Japanese cameraman for US newsreel co charged with assaulting SK guard at gate of newsmen's billet, Seoul; held",https://www.nytimes.com/1953/12/27/archives/koreans-arrest-a-japanese.html,"Japanese cameraman for US newsreel co charged with assaulting SK guard at gate of newsmen's billet, Seoul; held",,,6,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'TRUCE', 'rank': 2, 'major': 'N'}]",1953-12-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/b16c0498-625e-5edd-9bae-d1641178773c,0,nyt://article/b16c0498-625e-5edd-9bae-d1641178773c,Koreans Arrest a Japanese,,,Koreans Arrest a Japanese,,,,,[],
,https://www.nytimes.com/1951/08/27/archives/helping-korean-relief.html,,,,16,The New York Times,[],[],1951-08-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/ceb31c2a-0ea4-5e7c-8471-856e9ebe8503,0,nyt://article/ceb31c2a-0ea4-5e7c-8471-856e9ebe8503,HELPING KOREAN RELIEF,1,,HELPING KOREAN RELIEF,,,,,[],
US grants $10 million under Mutual Security Act,https://www.nytimes.com/1952/02/15/archives/10000000-for-korea-aid.html,US grants $10 million under Mutual Security Act,,,2,The New York Times,[],"[{'name': 'organizations', 'value': 'United Nations', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'KOREAN RECONSTRUCTION AGENCY', 'rank': 2, 'major': 'N'}]",1952-02-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/d4047125-42d6-5b0a-935b-2a7fcb4d1567,0,nyt://article/d4047125-42d6-5b0a-935b-2a7fcb4d1567,"$10,000,000 for Korea Aid",,,"$10,000,000 for Korea Aid",,,,Special to THE NEW YORK TIMES,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
,https://www.nytimes.com/1952/11/25/archives/korean-orphans-in-germany.html,,,,4,The New York Times,[],[],1952-11-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/0843512e-cbc2-5f43-9365-c49b43392442,0,nyt://article/0843512e-cbc2-5f43-9365-c49b43392442,Korean Orphans in Germany,1,,Korean Orphans in Germany,,,,,[],
ed urges pub support,https://www.nytimes.com/1952/12/16/archives/americankorean-foundation.html,ed urges pub support,,,30,The New York Times,[],"[{'name': 'organizations', 'value': 'AMERICAN-KOREAN FOUNDATION', 'rank': 1, 'major': 'N'}]",1952-12-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/a4b54e15-e219-59ea-a718-6f638dc84ad7,0,nyt://article/a4b54e15-e219-59ea-a718-6f638dc84ad7,AMERICAN-KOREAN FOUNDATION,,,AMERICAN-KOREAN FOUNDATION,,,,,[],
,https://www.nytimes.com/1952/11/01/archives/eisenhower-backed-on-korea.html,,,,13,The New York Times,[],[],1952-11-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/8afa25dd-fba2-5f83-aaca-2a54c2761914,0,nyt://article/8afa25dd-fba2-5f83-aaca-2a54c2761914,Eisenhower Backed on Korea,1,,Eisenhower Backed on Korea,,,,,[],
N Korean,https://www.nytimes.com/1950/10/16/archives/the-korean-war-un-forces-thrust-closer-to-korean-communist-capital.html,N Korean,,,2,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'WAR COMMUNIQUES AND RELEASES', 'rank': 4, 'major': 'N'}]",1950-10-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/7ede540f-fdc0-5b9c-a3bc-8c07f9d4f724,0,nyt://article/7ede540f-fdc0-5b9c-a3bc-8c07f9d4f724,The Korean War; U.N. FORCES THRUST CLOSER TO KOREAN COMMUNIST CAPITAL,,,The Korean War; U.N. FORCES THRUST CLOSER TO KOREAN COMMUNIST CAPITAL,,,,,[],
Assemblyman Schupler to offer bill in NYS Legis for bonus,https://www.nytimes.com/1951/01/03/archives/korea-bonus-to-be-proposed.html,Assemblyman Schupler to offer bill in NYS Legis for bonus,,,2,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Veterans', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 3, 'major': 'N'}]",1951-01-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/c7a8ce04-6d9c-56bb-9aae-7baafcc815e1,0,nyt://article/c7a8ce04-6d9c-56bb-9aae-7baafcc815e1,Korea Bonus to Be Proposed,,,Korea Bonus to Be Proposed,,,,,[],
"Hope for peace in Korea grows brighter again. After suspending the truce negotiations for seven weeks on trumped-up grounds the Communists have now agreed to resume the talks at a new site and under new neutrality controls, and a new tent city may rise ...",https://www.nytimes.com/1951/10/11/archives/new-turn-in-korea.html,,,,36,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DIPLOMATIC ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': '3D AG 16 PAR', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'UN FORCES', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 7, 'major': 'N'}]",1951-10-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/c5ffa7e4-db65-5460-b378-b86ccbe112ec,0,nyt://article/c5ffa7e4-db65-5460-b378-b86ccbe112ec,NEW TURN IN KOREA,,,NEW TURN IN KOREA,,,,,[],
Hurt near Seoul,https://www.nytimes.com/1951/02/12/archives/cameraman-injured-in-korea.html,Hurt near Seoul,,,2,The New York Times,[],"[{'name': 'organizations', 'value': 'INTERNATIONAL NEWS SERVICE', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'WATERS, FRED', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 4, 'major': 'N'}]",1951-02-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/ef010ca1-16b7-5968-a49c-6066050eb7da,0,nyt://article/ef010ca1-16b7-5968-a49c-6066050eb7da,Cameraman Injured in Korea,,,Cameraman Injured in Korea,,,,,[],
,https://www.nytimes.com/1951/12/25/archives/to-our-men-in-korea.html,,,,30,The New York Times,[],[],1951-12-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/7a4f8cbf-1f8e-5543-9c1a-4d79017a87e9,0,nyt://article/7a4f8cbf-1f8e-5543-9c1a-4d79017a87e9,TO OUR MEN IN KOREA,1,,TO OUR MEN IN KOREA,,,,,[],
"A formal treaty of ""amity, commerce and navigation"" has now been signed by the Republic of Korea and the United States.  ",https://www.nytimes.com/1956/12/01/archives/a-korean-treaty-signed.html,,,,20,The New York Times,[],[],1956-12-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/a3cf836a-aedd-5a85-9e08-1c9b1c67817d,0,nyt://article/a3cf836a-aedd-5a85-9e08-1c9b1c67817d,A KOREAN TREATY SIGNED,1,,A KOREAN TREATY SIGNED,,,,,[],
,https://www.nytimes.com/1952/02/12/archives/fliers-veterans-of-korea.html,,,,4,The New York Times,[],[],1952-02-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/6fcece11-735a-5da5-b039-7fcbd65de127,0,nyt://article/6fcece11-735a-5da5-b039-7fcbd65de127,Fliers Veterans of Korea,1,,Fliers Veterans of Korea,,,,Special to THE NEW YORK TIMES,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
US forces destroy $1 million worth of tobacco to keep it from enemy hands,https://www.nytimes.com/1951/01/14/archives/korean-tobacco-is-destroyed.html,US forces destroy $1 million worth of tobacco to keep it from enemy hands,,,10,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}]",1951-01-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/2b5598eb-275f-5384-9f73-0f66ae516714,0,nyt://article/2b5598eb-275f-5384-9f73-0f66ae516714,Korean Tobacco Is Destroyed,,,Korean Tobacco Is Destroyed,,,,,[],
